url,product_id,category
https://www.amazon.in/Amazon-Brand-Solimo-Vegetable-Chopper/dp/B07FFG653K/ref=zg_bs_kitchen_18/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B07FFG653K,Home & kitchen
https://www.amazon.in/Ahmedabad-Cotton-Double-Bedsheet-Pillow/dp/B07CN7NJQS/ref=zg_bs_kitchen_27/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B07CN7NJQS,Home & kitchen
https://www.amazon.in/Raawan-Durable-Plastic-Organizers-Utensils/dp/B0851SZWQS/ref=zg_bs_kitchen_32/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B0851SZWQS,Home & kitchen
https://www.amazon.in/Usha-EI-1602-1000-Watt-Lightweight/dp/B008YW3CYM/ref=zg_bs_kitchen_45/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B008YW3CYM,Home & kitchen
https://www.amazon.in/Pigeon-Stovekraft-Handy-chopper-L_14298/dp/B07X2RGYYL/ref=zg_bs_kitchen_1/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B07X2RGYYL,Home & kitchen
https://www.amazon.in/HIYANSHI-HOME-FURNISHING-Cotton-Bedsheet/dp/B08B5HLTLX/ref=zg_bs_kitchen_17/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B08B5HLTLX,Home & kitchen
https://www.amazon.in/Oddy-Uniwraps-Baking-Cooking-Parchment/dp/B00UX7644Q/ref=zg_bs_kitchen_15/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B00UX7644Q,Home & kitchen
https://www.amazon.in/Ezee-Garbage-Bag-inches-Pieces/dp/B08217WK1W/ref=zg_bs_kitchen_13/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B08217WK1W,Home & kitchen
https://www.amazon.in/Wakefit-Cotton-Single-Mattress-Protector/dp/B01GPY5L9O/ref=zg_bs_kitchen_5/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B01GPY5L9O,Home & kitchen
https://www.amazon.in/Milton-Thermosteel-Duo-Deluxe-350ml/dp/B00F2GPPVQ/ref=zg_bs_kitchen_8/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B00F2GPPVQ,Home & kitchen
https://www.amazon.in/Recron-Certified-Dream-Fibre-Pillow/dp/B0813RMSTK/ref=zg_bs_kitchen_12/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B0813RMSTK,Home & kitchen
https://www.amazon.in/Ganesh-Chopper-Vegetable-Cutter-Blue/dp/B07V1X67QC/ref=zg_bs_kitchen_14/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B07V1X67QC,Home & kitchen
https://www.amazon.in/Ajanta-Quartz-Clock-Ivory-Golden/dp/B01GTX6I3E/ref=zg_bs_kitchen_25/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B01GTX6I3E,Home & kitchen
https://www.amazon.in/Faber-Castell-Connector-Pen-Set-Assorted/dp/B00LY28D3O/ref=zg_bs_kitchen_39/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B00LY28D3O,Home & kitchen
https://www.amazon.in/Enabled-12-5-Watt-Million-Compatible-Assistant/dp/B08D72VYQD/ref=zg_bs_kitchen_20/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B08D72VYQD,Home & kitchen
https://www.amazon.in/Ajanta-Quartz-Office-Clock-AQ-2147/dp/B00PXJWJJI/ref=zg_bs_kitchen_19/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B00PXJWJJI,Home & kitchen
https://www.amazon.in/Philips-Base-9-Watt-Bulb-Light/dp/B00HHQASW0/ref=zg_bs_kitchen_38/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B00HHQASW0,Home & kitchen
https://www.amazon.in/Odonil-Toilet-Air-Freshener-50g/dp/B072Q5VP76/ref=zg_bs_kitchen_7/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B072Q5VP76,Home & kitchen
https://www.amazon.in/Crystal-Stove-Lighter-Stainless-Aristo/dp/B00INQOQ3U/ref=zg_bs_kitchen_35/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B00INQOQ3U,Home & kitchen
https://www.amazon.in/Saral-Home-Microfiber-Bathamat-Black/dp/B07DC5WPJ6/ref=zg_bs_kitchen_10/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B07DC5WPJ6,Home & kitchen
https://www.amazon.in/Wipro-6W-Deco-Table-Lamp/dp/B07TQTSQZ9/ref=zg_bs_kitchen_41/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B07TQTSQZ9,Home & kitchen
https://www.amazon.in/Milton-Thermosteel-Flask-milliliters-Silver/dp/B00NIWHQVI/ref=zg_bs_kitchen_2/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B00NIWHQVI,Home & kitchen
https://www.amazon.in/Health-Sense-Chef-Mate-Digital-Scale-KS33/dp/B013B2WGT6/ref=zg_bs_kitchen_46/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B013B2WGT6,Home & kitchen
https://www.amazon.in/Global-Grabbers-Sitting-Buddha-Showpiece/dp/B07W5SBH5J/ref=zg_bs_kitchen_44/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B07W5SBH5J,Home & kitchen
https://www.amazon.in/Bulfyss-8-Piece-Plastic-Measuring-Spoon/dp/B01M3SSNZO/ref=zg_bs_kitchen_28/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B01M3SSNZO,Home & kitchen
https://www.amazon.in/Amazon-Brand-Solimo-Revolving-pieces/dp/B07PCD6GC6/ref=zg_bs_kitchen_37/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B07PCD6GC6,Home & kitchen
https://www.amazon.in/GLUN-Switch-Indicator-Fluorescent-Coloured/dp/B07MQ47J5T/ref=zg_bs_kitchen_26/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B07MQ47J5T,Home & kitchen
https://www.amazon.in/Amazon-Brand-Solimo-Induction-Compatible/dp/B07P5SX4DC/ref=zg_bs_kitchen_29/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B07P5SX4DC,Home & kitchen
https://www.amazon.in/Kitchen4u-Designer-Bird-Plastic-Fork/dp/B087N4PXMN/ref=zg_bs_kitchen_30/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B087N4PXMN,Home & kitchen
https://www.amazon.in/Ahmedabad-Cotton-Superior-Double-Bedsheet/dp/B016J5I5GU/ref=zg_bs_kitchen_49/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B016J5I5GU,Home & kitchen
https://www.amazon.in/NaturePac-Garbage-Biodegradable-Kitchen-48cmx56cm/dp/B07JFYBYK2/ref=zg_bs_kitchen_50/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B07JFYBYK2,Home & kitchen
https://www.amazon.in/Tosaa-Non-Stick-Cavity-Appam-Patra/dp/B00MUHYDJA/ref=zg_bs_kitchen_22/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B00MUHYDJA,Home & kitchen
https://www.amazon.in/Divine-Casa-Cotton-Abstarct-Bedsheet/dp/B0813DN4VV/ref=zg_bs_kitchen_43/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B0813DN4VV,Home & kitchen
https://www.amazon.in/Milton-Plastic-Multi-Purpose-Box-Blue/dp/B07K2MPC3M/ref=zg_bs_kitchen_21/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B07K2MPC3M,Home & kitchen
https://www.amazon.in/Prestige-1-2-Kettle-1200-watts-Maroon/dp/B07VNFMWJT/ref=zg_bs_kitchen_3/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B07VNFMWJT,Home & kitchen
https://www.amazon.in/Scotch-Double-Foam-Tape-24/dp/B00N1U9AJS/ref=zg_bs_kitchen_24/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B00N1U9AJS,Home & kitchen
https://www.amazon.in/Bulfyss-Combo-Pack-Decorating-Sugarcraft/dp/B01B2IRQ32/ref=zg_bs_kitchen_23/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B01B2IRQ32,Home & kitchen
https://www.amazon.in/Pigeon-Stainless-Steel-6-Plates-Maker/dp/B00NL18CT6/ref=zg_bs_kitchen_33/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B00NL18CT6,Home & kitchen
https://www.amazon.in/Cello-Checkers-Plastic-Container-18-Pieces/dp/B07JCZVHK7/ref=zg_bs_kitchen_6/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B07JCZVHK7,Home & kitchen
https://www.amazon.in/Amazon-Brand-Compact-Vegetable-Chopper/dp/B07P6XL1M3/ref=zg_bs_kitchen_31/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B07P6XL1M3,Home & kitchen
https://www.amazon.in/Prestige-Iris-Grinder-Stainless-Juicer/dp/B0756K5DYZ/ref=zg_bs_kitchen_40/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B0756K5DYZ,Home & kitchen
https://www.amazon.in/Pigeon-Stainless-Knives-Set-Multicolor/dp/B010T746QM/ref=zg_bs_kitchen_9/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B010T746QM,Home & kitchen
https://www.amazon.in/Amazon-Brand-Solimo-Stainless-Induction/dp/B07XRZ144C/ref=zg_bs_kitchen_48/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B07XRZ144C,Home & kitchen
https://www.amazon.in/Shalimar-Premium-OXO-Biodegradable-Garbage/dp/B07TCBTG17/ref=zg_bs_kitchen_4/259-6753901-6196639?_encoding=UTF8&psc=1&refRID=751EEY1A6SE5C7205BJD,B07TCBTG17,Home & kitchen
https://www.amazon.in/SteelBird-Cable-Lock-Helmet-Black/dp/B07MZ99X6R/ref=zg_bs_automotive_37?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B07MZ99X6R,cars and motorbike
https://www.amazon.in/Gear-BEI-Pro-Plus-Beige/dp/B01J78RPQ2/ref=zg_bs_automotive_16?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B01J78RPQ2,cars and motorbike
https://www.amazon.in/Shree-Chamunda-Enterprise-Portable-Compressor/dp/B08FZ63TKZ/ref=zg_bs_automotive_7?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B08FZ63TKZ,cars and motorbike
https://www.amazon.in/Godrej-aer-Twist-Cool-Freshener/dp/B01MSRDYGA/ref=zg_bs_automotive_19?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B01MSRDYGA,cars and motorbike
https://www.amazon.in/SOFTSPUN-Microfiber-Cleaning-Detailing-Polishing/dp/B077B3DYH8/ref=zg_bs_automotive_2?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B077B3DYH8,cars and motorbike
https://www.amazon.in/Motul-104103-Synthetic-20W-50-Petrol/dp/B00C72OYT2/ref=zg_bs_automotive_42?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B00C72OYT2,cars and motorbike
https://www.amazon.in/Vega-V-A_M-Motocross-Helmet-Anthracite/dp/B00OJZOK4Y/ref=zg_bs_automotive_43?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B00OJZOK4Y,cars and motorbike
https://www.amazon.in/HACER-HC0001-Disposable-Protection-Non-woven/dp/B088R178KK/ref=zg_bs_automotive_11?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B088R178KK,cars and motorbike
https://www.amazon.in/KUNDAN-Hand-Painted-Pollution-Mask/dp/B08F3ZYH77/ref=zg_bs_automotive_47?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B08F3ZYH77,cars and motorbike
https://www.amazon.in/Vega-Crux-Half-Helmet-Black/dp/B011GOY6HG/ref=zg_bs_automotive_10?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B011GOY6HG,cars and motorbike
https://www.amazon.in/Ambi-Pur-Aqua-Freshener-Refill/dp/B00TFC5NBK/ref=zg_bs_automotive_49?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B00TFC5NBK,cars and motorbike
https://www.amazon.in/Steelbird-SBA-2-7Wings-Protector-Everyone/dp/B089DBVSSF/ref=zg_bs_automotive_1?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B089DBVSSF,cars and motorbike
https://www.amazon.in/Motul-Combo-C2-Chain-C1/dp/B01ESPB2WM/ref=zg_bs_automotive_46?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B01ESPB2WM,cars and motorbike
https://www.amazon.in/AmazonBasics-Compact-Portable-Inflator-Carrying/dp/B074DDJFTH/ref=zg_bs_automotive_20?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B074DDJFTH,cars and motorbike
https://www.amazon.in/Motul-C2-Chain-Lube-Bikes/dp/B01ESPB2VI/ref=zg_bs_automotive_15?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B01ESPB2VI,cars and motorbike
https://www.amazon.in/Nippon-Paint-Pylac-Spray-RS-Gold/dp/B01GKBXR6Q/ref=zg_bs_automotive_28?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B01GKBXR6Q,cars and motorbike
https://www.amazon.in/TUSA-Digital-Car-Tyre-Inflator/dp/B075F5BB3C/ref=zg_bs_automotive_27?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B075F5BB3C,cars and motorbike
https://www.amazon.in/RNG-EKO-GREEN-Handheld-Cleaner/dp/B07C93P9YQ/ref=zg_bs_automotive_22?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV&smid=AHNMSHVCCLO15,B07C93P9YQ,cars and motorbike
https://www.amazon.in/AmazonBasics-Jumper-Cable-Gauge-Feet/dp/B074DMCRNF/ref=zg_bs_automotive_32?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B074DMCRNF,cars and motorbike
https://www.amazon.in/Areon-Anti-Tobacco-Gel-Freshener/dp/B00W6RS5GG/ref=zg_bs_automotive_33?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B00W6RS5GG,cars and motorbike
https://www.amazon.in/Sheen-Microfiber-Cleaning-Cloth-30x35cm/dp/B07FW5BW8C/ref=zg_bs_automotive_38?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B07FW5BW8C,cars and motorbike
https://www.amazon.in/Generic-unbranded-CBRNE-Ventilation-Support/dp/B00YUYOC24/ref=zg_bs_automotive_34?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B00YUYOC24,cars and motorbike
https://www.amazon.in/Abro-Colour-Spray-Paint-Silver/dp/B00T7THNDC/ref=zg_bs_automotive_24?_encoding=UTF8&psc=1&refRID=5X9K8HSMG6GHYN56M4MV,B00T7THNDC,cars and motorbike
